time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
2.640000000000002,-1.21216192344,1.25457834955,16.1933139702,0.0569121162081,0.0662852062104,0.0,-1.22152256557,1.33577579602,4.4522329147,-0.050275520171,0.0926197219339,0.0,452.9516295525361,456.1588013565593,453.8495013854736,454.7884541691276
2.700000000000002,-1.2869226717,1.33587569221,16.4640433886,0.0537969388729,0.0717838358743,0.0,-1.27105376668,1.37376352752,4.57154860005,-0.0554277806936,0.0896184161141,0.0,463.3201113517156,463.09074766289115,463.4477273506093,463.04091403506044
2.760000000000002,-1.36475897533,1.41937028673,16.7417380672,0.0504191755349,0.0769291538448,0.0,-1.32400918271,1.4089923735,4.68442221233,-0.0580909914233,0.0766287156088,0.0,462.39179578425296,461.37292584343425,462.9401608133654,462.72851203456764
2.820000000000002,-1.44553471416,1.50468217452,17.0217793978,0.0471448791131,0.0812690951096,0.0,-1.36890381547,1.43444407933,4.65039308864,-0.0483294923347,0.0619493030871,0.0,416.9109336668169,415.63054543469497,416.2489906104947,417.1002535169574
2.880000000000002,-1.52942278226,1.5916606024,17.3039908195,0.0442191341445,0.0852299332276,0.0,-1.42773459932,1.46449451571,4.75616123565,-0.0496423306187,0.0731029609768,0.0,460.3985472823541,461.28331465029214,461.3058741585638,461.2008118887238
2.940000000000002,-1.61705228047,1.6804402311,17.59397775,0.0419278703381,0.0899067092467,0.0,-1.49369989332,1.49449346655,4.9093387827,-0.0217613111486,0.0861985826157,0.0,476.3234619412477,477.3283405793733,474.67875847102675,476.81301188900454
3.000000000000002,-1.70829111659,1.77076134179,17.8881227575,0.0407565266746,0.0951489795689,0.0,-1.54805198229,1.51608927596,4.89547427729,-0.0153838499562,0.0896173818108,0.0,425.1032390475114,425.402832594478,425.9248258771794,426.47000528451787
3.0600000000000023,-1.80269860185,1.8622775384,18.1795008042,0.0397003121553,0.10042115842,0.0,-1.5993097064,1.53437243898,4.81738594482,-0.0224599563358,0.0841253705583,0.0,404.4619918147142,403.97421862458356,404.07183033022505,403.4333384895375
3.1200000000000023,-1.90072771373,1.95504972862,18.4707345981,0.0379713308354,0.105880103742,0.0,-1.66882241956,1.55785597846,4.88998830155,-0.0462379963874,0.102019685846,0.0,451.73433584543784,453.1818357835658,454.42244631675015,452.5117838186373
3.1800000000000024,-2.00274877633,2.04908532691,18.7635813311,0.0353843170158,0.111864995782,0.0,-1.73241077413,1.57641903993,4.87155201595,-0.0375110764942,0.0947712492679,0.0,426.07925656988175,425.46804656606616,423.1044410629291,423.8540821577777
3.2400000000000024,-2.10949411933,2.14443602576,19.0624027148,0.0330224970354,0.117498212952,0.0,-1.82634305805,1.60160758172,5.08805581917,-0.0433521945361,0.0920583587895,0.0,497.3010619514027,497.10872160564617,496.2333459845951,495.80372637337325
3.3000000000000025,-2.22146250302,2.24108446864,19.3695636519,0.0303372857593,0.122692602907,0.0,-1.90643580309,1.61972187543,5.15023663603,-0.0477138222605,0.0723867640021,0.0,453.75733089555274,452.1810301950153,453.0982168829226,452.7462615825826
3.3600000000000025,-2.3385030279,2.33880191836,19.6817688677,0.027212370907,0.127232584159,0.0,-1.99532913064,1.63718442147,5.25599467708,-0.0626812480326,0.0815259860988,0.0,466.95579235449947,467.6724678931221,467.56309044312684,466.39369481199856
3.4200000000000026,-2.46042928312,2.43738228157,19.9960432845,0.0242574134182,0.131984046279,0.0,-2.06931674816,1.6485433481,5.21988576446,-0.030841418992,0.0740596340809,0.0,423.8501845588792,423.2132418983774,421.9155728061011,424.6541598343411
3.4800000000000026,-2.58728170593,2.53667004395,20.3111624729,0.0231787943505,0.13637494285,0.0,-2.15950409947,1.66089305656,5.28364666539,-0.000116665295015,0.0713661007885,0.0,455.0420156120331,454.8303283319389,454.70293006559086,457.1580559808507
3.5400000000000027,-2.72008365883,2.636756378,20.6333259023,0.0234241719336,0.140942960661,0.0,-2.26763076322,1.67530334058,5.45412755865,0.0113978597841,0.084275070056,0.0,487.8770817240895,488.8440563239725,487.92024165757533,488.7791917451039
3.6000000000000028,-2.85874586045,2.73759189788,20.9605128444,0.0241324176449,0.146249781425,0.0,-2.35491307577,1.68593294092,5.45193448967,0.0126044248547,0.0956982225327,0.0,436.9718560332972,437.9298440576205,437.7160760544087,437.81637329347024
3.660000000000003,-3.00312562414,2.83913901133,21.2901012564,0.0243417479672,0.152210673066,0.0,-2.45828157162,1.69901343316,5.53371388753,-0.0295553290127,0.105793548385,0.0,463.96935810959167,464.76939599994006,466.075079296314,462.7677099377856
3.720000000000003,-3.15393811118,2.94147915637,21.6252303912,0.0228100555558,0.159018214423,0.0,-2.56941157524,1.7121256878,5.63649531972,-0.0184944610985,0.125531516739,0.0,471.86215529093556,473.39410237335505,471.04495104828726,471.899590502002
3.780000000000003,-3.3108541942,3.04447365061,21.9620746358,0.0212222439199,0.16608759517,0.0,-2.66177038805,1.72091173861,5.59163976418,-0.0514466023295,0.094293885561,0.0,428.4794492954058,425.82747804755235,428.27169441850543,425.4586882449857
3.840000000000003,-3.47402288954,3.14803454843,22.2997257914,0.0192310037609,0.171792411917,0.0,-2.7777032704,1.73085693792,5.66279945652,-0.0105875302186,0.0966073094254,0.0,463.1780528773606,463.36726891381295,463.21228111231227,466.4142142848932
3.900000000000003,-3.64396341732,3.25212380736,22.6398667512,0.0181723734823,0.177462736295,0.0,-2.88750434718,1.73870137699,5.67492069838,-0.0380313176977,0.0899337910388,0.0,446.8004846460345,446.26347659068966,448.306861482049,446.07087473641735
3.960000000000003,-3.82038643205,3.35663599539,22.9795095512,0.0165063436206,0.183273723532,0.0,-2.99378660432,1.74486563638,5.6464177327,-0.0126220169528,0.107963648765,0.0,433.95026324662206,435.4695198158258,432.9660647626958,435.0987103285729
4.020000000000002,-4.00393715812,3.46154792765,23.3208443287,0.0158110848198,0.190021575938,0.0,-3.12516789894,1.75210724515,5.73063926666,-0.00959526081651,0.120208498363,0.0,470.43779950801024,471.39553442697127,469.37469082451753,469.60970673893354
4.080000000000001,-4.19546536803,3.56687507605,23.6669168627,0.0155863308709,0.197354186056,0.0,-3.25975787616,1.75874330795,5.80435016924,0.00594176935251,0.125936323534,0.0,467.11198752196617,467.57122179112736,469.2674791590227,470.47229921153354
4.14,-4.3941628298,3.67251499467,24.0120938906,0.0160406111542,0.204694416668,0.0,-3.3641588741,1.76261799809,5.70176872543,0.0106461229454,0.11394948394,0.0,414.31505830951454,413.2742352393368,411.9934667724834,412.4091973706512
4.199999999999998,-4.59980975451,3.77843797751,24.3538050038,0.0168748041985,0.211770947817,0.0,-3.49136850638,1.7682054881,5.68829681705,0.0197296508457,0.124918032121,0.0,442.2858742120715,443.20099418911263,441.7107814668359,442.45930567879896
4.259999999999997,-4.81419979097,3.88478816839,24.6991629986,0.017863690393,0.220096725171,0.0,-3.65567071807,1.77689710636,5.82240867878,0.00903157391711,0.157553188771,0.0,486.6893329507128,489.1415940292285,489.78318374499116,488.9866219867703
4.319999999999996,-5.03910190298,3.99171398806,25.0545288781,0.0184898986213,0.229631889268,0.0,-3.84190965662,1.7873316587,6.02138552166,0.0131087660282,0.161517399909,0.0,510.12448957500806,510.4279157013306,509.2219525647589,509.51344398604743
4.379999999999995,-5.27452508471,4.09920982746,25.4179846248,0.0195186577047,0.238961461639,0.0,-4.00635348552,1.79593258066,6.09278876388,0.0241957122141,0.139378054767,0.0,476.8958554283528,475.22216412151687,475.29079553077213,476.1398517653214
4.439999999999993,-5.52037399664,4.20727267045,25.7871576861,0.0210154142611,0.247079112616,0.0,-4.18929581347,1.8062910967,6.21165274476,0.0264055318426,0.12554106887,0.0,493.0677766701399,492.0590759038643,491.5590252450822,491.72282464707956
4.499999999999992,-5.77714051323,4.31596799593,26.1624409387,0.0228346792004,0.254751832727,0.0,-4.37021391034,1.81703406531,6.2966509056,0.0371830309475,0.132181778729,0.0,485.490495121717,486.0019925238901,483.18726276185225,483.99948891878716
4.559999999999991,-6.04451807942,4.42530894685,26.5411679712,0.0251921152278,0.263216270931,0.0,-4.54306688787,1.8278579973,6.32673209621,0.0432027575295,0.154638602094,0.0,469.84524924283096,471.6004798147457,469.6530909875816,470.12055423183824
4.6199999999999894,-6.32168494822,4.5352712915,26.9188322848,0.027556533812,0.273289560363,0.0,-4.69666816436,1.83774184776,6.2617701574,0.0304656019461,0.186106454859,0.0,441.017374254939,443.6358533099898,441.8230949452717,440.77217383392554
4.679999999999988,-6.60890112687,4.64592467045,27.2948482268,0.0291726577596,0.284172978206,0.0,-4.87811530533,1.85083110538,6.27118664621,0.0187279820141,0.169743184571,0.0,467.92952270759423,466.683464688851,466.2126929544369,465.294563539861
4.739999999999987,-6.90697115849,4.75736319116,27.6705277057,0.0299547882674,0.294315056721,0.0,-5.05840475449,1.86384383217,6.25075796216,-0.00189279061466,0.167580618441,0.0,458.68763583072223,458.5422108830543,460.1346923114012,458.49876997023864
4.799999999999986,-7.21521494125,4.86950624627,28.0421667378,0.0297051791269,0.304321219227,0.0,-5.21728170333,1.87423316449,6.13713222491,-0.00913183713579,0.165097828198,0.0,429.867727463811,429.6848429316635,429.8249481409868,429.2108942406604
4.859999999999984,-7.53308939723,4.98225752034,28.4067078454,0.0288123672764,0.314478499873,0.0,-5.37943992556,1.88408178472,6.01418466138,-0.0300079879608,0.176562281467,0.0,426.30592582707646,427.3133218626208,427.38308623431226,425.5995177229624
4.919999999999983,-7.86160871068,5.09564525187,28.7660806721,0.0279259051775,0.325417920484,0.0,-5.57211637665,1.89537806986,5.96426732163,0.00530158256199,0.19187651442,0.0,451.34112146551735,452.607073465299,449.58810721026686,452.44073684642547
4.979999999999982,-8.20233316944,5.20973323388,29.1236645561,0.0282479568213,0.336426412805,0.0,-5.78628173308,1.9075459098,5.95416405414,0.00549909857663,0.155954269961,0.0,466.93980478448054,464.1580366345273,466.2541553019431,466.269494856643
5.0399999999999805,-8.55447576685,5.32442036121,29.4758738215,0.0283736380442,0.345700254165,0.0,-5.95272670169,1.91536929677,5.78628161366,-0.00577361464488,0.15163152095,0.0,414.9516328981307,414.59629126977086,415.01506319071626,414.02408019219996
